country,year,sex,age,suicides_no,population,gdp_for_year ($),gdp_per_capita ($),generation
Ireland,2010,female,75+ years,0-5,1e5-1e6,1e10-1e11,52000-52500,Silent
Ireland,2010,female,5-14 years,0-5,1e5-1e6,1e10-1e11,52000-52500,Generation Z
Ireland,2010,male,5-14 years,0-5,1e5-1e6,1e10-1e11,52000-52500,Generation Z
Ireland,2011,male,35-54 years,190-195,1e5-1e6,1e10-1e11,56500-57000,Generation X
Ireland,2011,male,25-34 years,95-100,1e5-1e6,1e10-1e11,56500-57000,Millenials
Ireland,2011,male,15-24 years,75-80,1e5-1e6,1e10-1e11,56500-57000,Millenials
Ireland,2011,male,55-74 years,75-80,1e5-1e6,1e10-1e11,56500-57000,Boomers
Ireland,2011,male,75+ years,10-15,1e4-1e5,1e10-1e11,56500-57000,Silent
Ireland,2011,female,25-34 years,25-30,1e5-1e6,1e10-1e11,56500-57000,Millenials
Ireland,2011,female,35-54 years,35-40,1e5-1e6,1e10-1e11,56500-57000,Generation X
Ireland,2011,female,15-24 years,15-20,1e5-1e6,1e10-1e11,56500-57000,Millenials
Ireland,2011,female,55-74 years,10-15,1e5-1e6,1e10-1e11,56500-57000,Boomers
Ireland,2011,female,5-14 years,0-5,1e5-1e6,1e10-1e11,56500-57000,Generation Z
Ireland,2011,female,75+ years,0-5,1e5-1e6,1e10-1e11,56500-57000,Silent
Ireland,2011,male,5-14 years,0-5,1e5-1e6,1e10-1e11,56500-57000,Generation Z
Ireland,2012,male,35-54 years,190-195,1e5-1e6,1e10-1e11,53000-53500,Generation X
Ireland,2012,male,25-34 years,85-90,1e5-1e6,1e10-1e11,53000-53500,Millenials
Ireland,2012,male,55-74 years,85-90,1e5-1e6,1e10-1e11,53000-53500,Boomers
Ireland,2012,male,15-24 years,55-60,1e5-1e6,1e10-1e11,53000-53500,Millenials
Ireland,2012,male,75+ years,10-15,1e4-1e5,1e10-1e11,53000-53500,Silent
Ireland,2012,female,35-54 years,40-45,1e5-1e6,1e10-1e11,53000-53500,Generation X
Ireland,2012,female,15-24 years,15-20,1e5-1e6,1e10-1e11,53000-53500,Millenials
Ireland,2012,female,25-34 years,15-20,1e5-1e6,1e10-1e11,53000-53500,Millenials
Ireland,2012,female,55-74 years,10-15,1e5-1e6,1e10-1e11,53000-53500,Boomers
Ireland,2012,female,75+ years,0-5,1e5-1e6,1e10-1e11,53000-53500,Silent
Ireland,2012,male,5-14 years,0-5,1e5-1e6,1e10-1e11,53000-53500,Generation Z
Ireland,2012,female,5-14 years,0-5,1e5-1e6,1e10-1e11,53000-53500,Generation Z
Ireland,2013,male,35-54 years,165-170,1e5-1e6,1e10-1e11,56500-57000,Generation X
Ireland,2013,male,55-74 years,100-105,1e5-1e6,1e10-1e11,56500-57000,Boomers
Ireland,2013,male,25-34 years,65-70,1e5-1e6,1e10-1e11,56500-57000,Millenials
Ireland,2013,male,15-24 years,40-45,1e5-1e6,1e10-1e11,56500-57000,Millenials
Ireland,2013,female,25-34 years,20-25,1e5-1e6,1e10-1e11,56500-57000,Millenials
Ireland,2013,female,35-54 years,40-45,1e5-1e6,1e10-1e11,56500-57000,Generation X
Ireland,2013,male,75+ years,5-10,1e4-1e5,1e10-1e11,56500-57000,Silent
Ireland,2013,female,55-74 years,15-20,1e5-1e6,1e10-1e11,56500-57000,Boomers
Ireland,2013,female,15-24 years,5-10,1e5-1e6,1e10-1e11,56500-57000,Millenials
Ireland,2013,female,75+ years,0-5,1e5-1e6,1e10-1e11,56500-57000,Silent
Ireland,2013,male,5-14 years,0-5,1e5-1e6,1e10-1e11,56500-57000,Generation Z
Ireland,2013,female,5-14 years,0-5,1e5-1e6,1e10-1e11,56500-57000,Generation Z
Ireland,2014,male,35-54 years,160-165,1e5-1e6,1e10-1e11,59500-60000,Generation X
Ireland,2014,male,25-34 years,75-80,1e5-1e6,1e10-1e11,59500-60000,Millenials
Ireland,2014,male,15-24 years,60-65,1e5-1e6,1e10-1e11,59500-60000,Millenials
Ireland,2014,male,55-74 years,80-85,1e5-1e6,1e10-1e11,59500-60000,Boomers
Ireland,2014,male,75+ years,5-10,1e5-1e6,1e10-1e11,59500-60000,Silent
Ireland,2014,female,35-54 years,35-40,1e5-1e6,1e10-1e11,59500-60000,Generation X
Ireland,2014,female,25-34 years,15-20,1e5-1e6,1e10-1e11,59500-60000,Millenials
Ireland,2014,female,15-24 years,10-15,1e5-1e6,1e10-1e11,59500-60000,Millenials
Ireland,2014,female,55-74 years,10-15,1e5-1e6,1e10-1e11,59500-60000,Boomers
Ireland,2014,female,75+ years,0-5,1e5-1e6,1e10-1e11,59500-60000,Silent
Ireland,2014,male,5-14 years,0-5,1e5-1e6,1e10-1e11,59500-60000,Generation Z
Ireland,2014,female,5-14 years,0-5,1e5-1e6,1e10-1e11,59500-60000,Generation Z
Israel,1985,male,75+ years,20-25,1e4-1e5,1e9-1e10,7000-7500,G.I. Generation
Israel,1985,male,55-74 years,45-50,1e5-1e6,1e9-1e10,7000-7500,G.I. Generation
Israel,1985,female,75+ years,5-10,1e4-1e5,1e9-1e10,7000-7500,G.I. Generation
Israel,1985,male,35-54 years,40-45,1e5-1e6,1e9-1e10,7000-7500,Silent
Israel,1985,female,55-74 years,25-30,1e5-1e6,1e9-1e10,7000-7500,G.I. Generation
Israel,1985,male,25-34 years,25-30,1e5-1e6,1e9-1e10,7000-7500,Boomers
Israel,1985,male,15-24 years,15-20,1e5-1e6,1e9-1e10,7000-7500,Generation X
Israel,1985,female,35-54 years,15-20,1e5-1e6,1e9-1e10,7000-7500,Silent
Israel,1985,female,25-34 years,10-15,1e5-1e6,1e9-1e10,7000-7500,Boomers
Israel,1985,female,15-24 years,5-10,1e5-1e6,1e9-1e10,7000-7500,Generation X
Israel,1985,female,5-14 years,0-5,1e5-1e6,1e9-1e10,7000-7500,Generation X
Israel,1985,male,5-14 years,0-5,1e5-1e6,1e9-1e10,7000-7500,Generation X
Israel,1986,male,75+ years,25-30,1e4-1e5,1e9-1e10,8500-9000,G.I. Generation
Israel,1986,male,55-74 years,55-60,1e5-1e6,1e9-1e10,8500-9000,G.I. Generation
Israel,1986,female,75+ years,10-15,1e4-1e5,1e9-1e10,8500-9000,G.I. Generation
Israel,1986,male,35-54 years,45-50,1e5-1e6,1e9-1e10,8500-9000,Silent
Israel,1986,female,55-74 years,30-35,1e5-1e6,1e9-1e10,8500-9000,G.I. Generation
Israel,1986,male,25-34 years,20-25,1e5-1e6,1e9-1e10,8500-9000,Boomers
Israel,1986,male,15-24 years,20-25,1e5-1e6,1e9-1e10,8500-9000,Generation X
Israel,1986,female,35-54 years,20-25,1e5-1e6,1e9-1e10,8500-9000,Silent
Israel,1986,female,15-24 years,15-20,1e5-1e6,1e9-1e10,8500-9000,Generation X
Israel,1986,female,25-34 years,10-15,1e5-1e6,1e9-1e10,8500-9000,Boomers
Israel,1986,male,5-14 years,0-5,1e5-1e6,1e9-1e10,8500-9000,Generation X
Israel,1986,female,5-14 years,0-5,1e5-1e6,1e9-1e10,8500-9000,Generation X
Israel,1987,male,75+ years,30-35,1e4-1e5,1e9-1e10,10500-11000,G.I. Generation
Israel,1987,male,55-74 years,55-60,1e5-1e6,1e9-1e10,10500-11000,G.I. Generation
Israel,1987,female,75+ years,15-20,1e4-1e5,1e9-1e10,10500-11000,G.I. Generation
Israel,1987,male,35-54 years,40-45,1e5-1e6,1e9-1e10,10500-11000,Silent
Israel,1987,male,25-34 years,30-35,1e5-1e6,1e9-1e10,10500-11000,Boomers
Israel,1987,female,55-74 years,20-25,1e5-1e6,1e9-1e10,10500-11000,G.I. Generation
Israel,1987,male,15-24 years,25-30,1e5-1e6,1e9-1e10,10500-11000,Generation X
Israel,1987,female,25-34 years,10-15,1e5-1e6,1e9-1e10,10500-11000,Boomers
Israel,1987,female,35-54 years,15-20,1e5-1e6,1e9-1e10,10500-11000,Silent
Israel,1987,female,15-24 years,5-10,1e5-1e6,1e9-1e10,10500-11000,Generation X
Israel,1987,female,5-14 years,0-5,1e5-1e6,1e9-1e10,10500-11000,Generation X
Israel,1987,male,5-14 years,0-5,1e5-1e6,1e9-1e10,10500-11000,Generation X
Israel,1988,male,75+ years,20-25,1e4-1e5,1e9-1e10,12500-13000,G.I. Generation
Israel,1988,male,55-74 years,50-55,1e5-1e6,1e9-1e10,12500-13000,G.I. Generation
Israel,1988,female,75+ years,10-15,1e4-1e5,1e9-1e10,12500-13000,G.I. Generation
Israel,1988,male,35-54 years,60-65,1e5-1e6,1e9-1e10,12500-13000,Silent
Israel,1988,male,25-34 years,40-45,1e5-1e6,1e9-1e10,12500-13000,Boomers
Israel,1988,female,55-74 years,25-30,1e5-1e6,1e9-1e10,12500-13000,G.I. Generation
Israel,1988,male,15-24 years,35-40,1e5-1e6,1e9-1e10,12500-13000,Generation X
Israel,1988,female,35-54 years,25-30,1e5-1e6,1e9-1e10,12500-13000,Silent
Israel,1988,female,25-34 years,5-10,1e5-1e6,1e9-1e10,12500-13000,Boomers
Israel,1988,female,15-24 years,5-10,1e5-1e6,1e9-1e10,12500-13000,Generation X
Israel,1988,male,5-14 years,0-5,1e5-1e6,1e9-1e10,12500-13000,Generation X
Israel,1988,female,5-14 years,0-5,1e5-1e6,1e9-1e10,12500-13000,Generation X
Israel,1989,male,75+ years,40-45,1e4-1e5,1e9-1e10,12000-12500,G.I. Generation
Israel,1989,male,55-74 years,70-75,1e5-1e6,1e9-1e10,12000-12500,G.I. Generation
Israel,1989,female,75+ years,20-25,1e4-1e5,1e9-1e10,12000-12500,G.I. Generation
Israel,1989,male,35-54 years,60-65,1e5-1e6,1e9-1e10,12000-12500,Silent
Israel,1989,male,25-34 years,40-45,1e5-1e6,1e9-1e10,12000-12500,Boomers
Israel,1989,female,55-74 years,30-35,1e5-1e6,1e9-1e10,12000-12500,G.I. Generation
Israel,1989,male,15-24 years,20-25,1e5-1e6,1e9-1e10,12000-12500,Generation X
Israel,1989,female,25-34 years,15-20,1e5-1e6,1e9-1e10,12000-12500,Boomers
Israel,1989,female,15-24 years,10-15,1e5-1e6,1e9-1e10,12000-12500,Generation X
Israel,1989,female,35-54 years,10-15,1e5-1e6,1e9-1e10,12000-12500,Silent
Israel,1989,male,5-14 years,0-5,1e5-1e6,1e9-1e10,12000-12500,Generation X
Israel,1989,female,5-14 years,0-5,1e5-1e6,1e9-1e10,12000-12500,Generation X
Israel,1990,male,75+ years,25-30,1e4-1e5,1e9-1e10,14000-14500,G.I. Generation
Israel,1990,male,55-74 years,50-55,1e5-1e6,1e9-1e10,14000-14500,G.I. Generation
Israel,1990,male,25-34 years,45-50,1e5-1e6,1e9-1e10,14000-14500,Boomers
Israel,1990,male,35-54 years,60-65,1e5-1e6,1e9-1e10,14000-14500,Silent
Israel,1990,female,75+ years,10-15,1e4-1e5,1e9-1e10,14000-14500,G.I. Generation
Israel,1990,female,55-74 years,20-25,1e5-1e6,1e9-1e10,14000-14500,G.I. Generation
Israel,1990,male,15-24 years,25-30,1e5-1e6,1e9-1e10,14000-14500,Generation X
Israel,1990,female,35-54 years,20-25,1e5-1e6,1e9-1e10,14000-14500,Silent
Israel,1990,female,25-34 years,10-15,1e5-1e6,1e9-1e10,14000-14500,Boomers
Israel,1990,female,15-24 years,10-15,1e5-1e6,1e9-1e10,14000-14500,Generation X
Israel,1990,male,5-14 years,0-5,1e5-1e6,1e9-1e10,14000-14500,Generation X
Israel,1990,female,5-14 years,0-5,1e5-1e6,1e9-1e10,14000-14500,Generation X
Israel,1991,male,75+ years,30-35,1e4-1e5,1e9-1e10,15000-15500,G.I. Generation
Israel,1991,male,55-74 years,55-60,1e5-1e6,1e9-1e10,15000-15500,Silent
Israel,1991,female,75+ years,15-20,1e5-1e6,1e9-1e10,15000-15500,G.I. Generation
Israel,1991,male,35-54 years,70-75,1e5-1e6,1e9-1e10,15000-15500,Boomers
Israel,1991,male,25-34 years,40-45,1e5-1e6,1e9-1e10,15000-15500,Boomers
Israel,1991,male,15-24 years,45-50,1e5-1e6,1e9-1e10,15000-15500,Generation X
Israel,1991,female,55-74 years,30-35,1e5-1e6,1e9-1e10,15000-15500,Silent
Israel,1991,female,35-54 years,25-30,1e5-1e6,1e9-1e10,15000-15500,Boomers
Israel,1991,female,25-34 years,5-10,1e5-1e6,1e9-1e10,15000-15500,Boomers
Israel,1991,female,15-24 years,5-10,1e5-1e6,1e9-1e10,15000-15500,Generation X
Israel,1991,male,5-14 years,0-5,1e5-1e6,1e9-1e10,15000-15500,Millenials
Israel,1991,female,5-14 years,0-5,1e5-1e6,1e9-1e10,15000-15500,Millenials
Israel,1992,male,75+ years,25-30,1e4-1e5,1e9-1e10,16000-16500,G.I. Generation
Israel,1992,male,55-74 years,75-80,1e5-1e6,1e9-1e10,16000-16500,Silent
Israel,1992,male,35-54 years,70-75,1e5-1e6,1e9-1e10,16000-16500,Boomers
Israel,1992,female,75+ years,10-15,1e5-1e6,1e9-1e10,16000-16500,G.I. Generation
Israel,1992,male,15-24 years,50-55,1e5-1e6,1e9-1e10,16000-16500,Generation X
Israel,1992,male,25-34 years,40-45,1e5-1e6,1e9-1e10,16000-16500,Boomers
Israel,1992,female,55-74 years,35-40,1e5-1e6,1e9-1e10,16000-16500,Silent
Israel,1992,female,25-34 years,15-20,1e5-1e6,1e9-1e10,16000-16500,Boomers
Israel,1992,female,35-54 years,20-25,1e5-1e6,1e9-1e10,16000-16500,Boomers
Israel,1992,female,15-24 years,10-15,1e5-1e6,1e9-1e10,16000-16500,Generation X
Israel,1992,male,5-14 years,0-5,1e5-1e6,1e9-1e10,16000-16500,Millenials
Israel,1992,female,5-14 years,0-5,1e5-1e6,1e9-1e10,16000-16500,Millenials
Israel,1993,male,75+ years,35-40,1e4-1e5,1e9-1e10,16000-16500,G.I. Generation
Israel,1993,male,55-74 years,60-65,1e5-1e6,1e9-1e10,16000-16500,Silent
Israel,1993,female,75+ years,15-20,1e5-1e6,1e9-1e10,16000-16500,G.I. Generation
Israel,1993,male,25-34 years,45-50,1e5-1e6,1e9-1e10,16000-16500,Boomers
Israel,1993,male,35-54 years,65-70,1e5-1e6,1e9-1e10,16000-16500,Boomers
Israel,1993,male,15-24 years,50-55,1e5-1e6,1e9-1e10,16000-16500,Generation X
Israel,1993,female,55-74 years,30-35,1e5-1e6,1e9-1e10,16000-16500,Silent
Israel,1993,female,35-54 years,25-30,1e5-1e6,1e9-1e10,16000-16500,Boomers
Israel,1993,female,25-34 years,10-15,1e5-1e6,1e9-1e10,16000-16500,Boomers
Israel,1993,female,15-24 years,5-10,1e5-1e6,1e9-1e10,16000-16500,Generation X
Israel,1993,female,5-14 years,0-5,1e5-1e6,1e9-1e10,16000-16500,Millenials
Israel,1993,male,5-14 years,0-5,1e5-1e6,1e9-1e10,16000-16500,Millenials
Israel,1994,male,75+ years,35-40,1e4-1e5,1e9-1e10,17500-18000,G.I. Generation
Israel,1994,female,75+ years,25-30,1e5-1e6,1e9-1e10,17500-18000,G.I. Generation
Israel,1994,male,55-74 years,55-60,1e5-1e6,1e9-1e10,17500-18000,Silent
Israel,1994,male,35-54 years,95-100,1e5-1e6,1e9-1e10,17500-18000,Boomers
Israel,1994,male,25-34 years,50-55,1e5-1e6,1e9-1e10,17500-18000,Boomers
Israel,1994,male,15-24 years,55-60,1e5-1e6,1e9-1e10,17500-18000,Generation X
Israel,1994,female,55-74 years,30-35,1e5-1e6,1e9-1e10,17500-18000,Silent
Israel,1994,female,25-34 years,15-20,1e5-1e6,1e9-1e10,17500-18000,Boomers
Israel,1994,female,35-54 years,20-25,1e5-1e6,1e9-1e10,17500-18000,Boomers
Israel,1994,female,15-24 years,5-10,1e5-1e6,1e9-1e10,17500-18000,Generation X
Israel,1994,male,5-14 years,0-5,1e5-1e6,1e9-1e10,17500-18000,Millenials
Israel,1994,female,5-14 years,0-5,1e5-1e6,1e9-1e10,17500-18000,Millenials
Israel,1995,male,75+ years,30-35,1e4-1e5,1e10-1e11,20000-20500,G.I. Generation
Israel,1995,female,75+ years,25-30,1e5-1e6,1e10-1e11,20000-20500,G.I. Generation
Israel,1995,male,55-74 years,60-65,1e5-1e6,1e10-1e11,20000-20500,Silent
Israel,1995,male,35-54 years,70-75,1e5-1e6,1e10-1e11,20000-20500,Boomers
Israel,1995,male,15-24 years,45-50,1e5-1e6,1e10-1e11,20000-20500,Generation X
Israel,1995,male,25-34 years,35-40,1e5-1e6,1e10-1e11,20000-20500,Generation X
Israel,1995,female,55-74 years,25-30,1e5-1e6,1e10-1e11,20000-20500,Silent
Israel,1995,female,15-24 years,15-20,1e5-1e6,1e10-1e11,20000-20500,Generation X
Israel,1995,female,35-54 years,20-25,1e5-1e6,1e10-1e11,20000-20500,Boomers
Israel,1995,female,25-34 years,0-5,1e5-1e6,1e10-1e11,20000-20500,Generation X
Israel,1995,male,5-14 years,0-5,1e5-1e6,1e10-1e11,20000-20500,Millenials
Israel,1995,female,5-14 years,0-5,1e5-1e6,1e10-1e11,20000-20500,Millenials
Israel,1996,male,75+ years,35-40,1e4-1e5,1e10-1e11,21500-22000,G.I. Generation
Israel,1996,male,55-74 years,45-50,1e5-1e6,1e10-1e11,21500-22000,Silent
Israel,1996,female,75+ years,15-20,1e5-1e6,1e10-1e11,21500-22000,G.I. Generation
Israel,1996,male,25-34 years,35-40,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1996,male,35-54 years,55-60,1e5-1e6,1e10-1e11,21500-22000,Boomers
Israel,1996,male,15-24 years,40-45,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1996,female,55-74 years,15-20,1e5-1e6,1e10-1e11,21500-22000,Silent
Israel,1996,female,35-54 years,20-25,1e5-1e6,1e10-1e11,21500-22000,Boomers
Israel,1996,female,25-34 years,5-10,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1996,female,15-24 years,5-10,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1996,male,5-14 years,0-5,1e5-1e6,1e10-1e11,21500-22000,Millenials
Israel,1996,female,5-14 years,0-5,1e5-1e6,1e10-1e11,21500-22000,Millenials
Israel,1997,male,75+ years,40-45,1e4-1e5,1e10-1e11,21500-22000,G.I. Generation
Israel,1997,male,55-74 years,50-55,1e5-1e6,1e10-1e11,21500-22000,Silent
Israel,1997,female,75+ years,20-25,1e5-1e6,1e10-1e11,21500-22000,G.I. Generation
Israel,1997,male,35-54 years,80-85,1e5-1e6,1e10-1e11,21500-22000,Boomers
Israel,1997,male,15-24 years,65-70,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1997,male,25-34 years,50-55,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1997,female,55-74 years,15-20,1e5-1e6,1e10-1e11,21500-22000,Silent
Israel,1997,female,25-34 years,10-15,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1997,female,35-54 years,15-20,1e5-1e6,1e10-1e11,21500-22000,Boomers
Israel,1997,female,15-24 years,5-10,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1997,male,5-14 years,0-5,1e5-1e6,1e10-1e11,21500-22000,Millenials
Israel,1997,female,5-14 years,0-5,1e5-1e6,1e10-1e11,21500-22000,Millenials
Israel,1998,male,75+ years,30-35,1e5-1e6,1e10-1e11,21500-22000,G.I. Generation
Israel,1998,male,55-74 years,50-55,1e5-1e6,1e10-1e11,21500-22000,Silent
Israel,1998,female,75+ years,10-15,1e5-1e6,1e10-1e11,21500-22000,G.I. Generation
Israel,1998,male,25-34 years,40-45,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1998,male,15-24 years,50-55,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1998,male,35-54 years,50-55,1e5-1e6,1e10-1e11,21500-22000,Boomers
Israel,1998,female,55-74 years,20-25,1e5-1e6,1e10-1e11,21500-22000,Silent
Israel,1998,female,35-54 years,15-20,1e5-1e6,1e10-1e11,21500-22000,Boomers
Israel,1998,female,15-24 years,10-15,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1998,female,25-34 years,5-10,1e5-1e6,1e10-1e11,21500-22000,Generation X
Israel,1998,male,5-14 years,0-5,1e5-1e6,1e10-1e11,21500-22000,Millenials
Israel,1998,female,5-14 years,0-5,1e5-1e6,1e10-1e11,21500-22000,Millenials
Israel,1999,male,75+ years,30-35,1e5-1e6,1e10-1e11,21000-21500,G.I. Generation
Israel,1999,male,35-54 years,100-105,1e5-1e6,1e10-1e11,21000-21500,Boomers
Israel,1999,male,55-74 years,40-45,1e5-1e6,1e10-1e11,21000-21500,Silent
Israel,1999,male,15-24 years,60-65,1e5-1e6,1e10-1e11,21000-21500,Generation X
Israel,1999,male,25-34 years,45-50,1e5-1e6,1e10-1e11,21000-21500,Generation X
Israel,1999,female,75+ years,15-20,1e5-1e6,1e10-1e11,21000-21500,G.I. Generation
Israel,1999,female,55-74 years,20-25,1e5-1e6,1e10-1e11,21000-21500,Silent
Israel,1999,female,25-34 years,10-15,1e5-1e6,1e10-1e11,21000-21500,Generation X
Israel,1999,female,35-54 years,10-15,1e5-1e6,1e10-1e11,21000-21500,Boomers
Israel,1999,female,15-24 years,5-10,1e5-1e6,1e10-1e11,21000-21500,Generation X
Israel,1999,male,5-14 years,5-10,1e5-1e6,1e10-1e11,21000-21500,Millenials
Israel,1999,female,5-14 years,0-5,1e5-1e6,1e10-1e11,21000-21500,Millenials
Israel,2000,male,75+ years,35-40,1e5-1e6,1e10-1e11,23000-23500,G.I. Generation
Israel,2000,male,25-34 years,65-70,1e5-1e6,1e10-1e11,23000-23500,Generation X
Israel,2000,male,35-54 years,95-100,1e5-1e6,1e10-1e11,23000-23500,Boomers
Israel,2000,male,15-24 years,60-65,1e5-1e6,1e10-1e11,23000-23500,Generation X
Israel,2000,male,55-74 years,35-40,1e5-1e6,1e10-1e11,23000-23500,Silent
Israel,2000,female,75+ years,10-15,1e5-1e6,1e10-1e11,23000-23500,G.I. Generation
Israel,2000,female,55-74 years,20-25,1e5-1e6,1e10-1e11,23000-23500,Silent
Israel,2000,female,25-34 years,10-15,1e5-1e6,1e10-1e11,23000-23500,Generation X
Israel,2000,female,35-54 years,20-25,1e5-1e6,1e10-1e11,23000-23500,Boomers
Israel,2000,female,15-24 years,5-10,1e5-1e6,1e10-1e11,23000-23500,Generation X
Israel,2000,male,5-14 years,0-5,1e5-1e6,1e10-1e11,23000-23500,Millenials
Israel,2000,female,5-14 years,0-5,1e5-1e6,1e10-1e11,23000-23500,Millenials
Israel,2001,male,75+ years,35-40,1e5-1e6,1e10-1e11,22500-23000,Silent
Israel,2001,male,55-74 years,55-60,1e5-1e6,1e10-1e11,22500-23000,Silent
Israel,2001,male,15-24 years,75-80,1e5-1e6,1e10-1e11,22500-23000,Millenials
Israel,2001,male,35-54 years,90-95,1e5-1e6,1e10-1e11,22500-23000,Boomers
Israel,2001,male,25-34 years,55-60,1e5-1e6,1e10-1e11,22500-23000,Generation X
Israel,2001,female,75+ years,15-20,1e5-1e6,1e10-1e11,22500-23000,Silent
Israel,2001,female,55-74 years,10-15,1e5-1e6,1e10-1e11,22500-23000,Silent
Israel,2001,female,35-54 years,20-25,1e5-1e6,1e10-1e11,22500-23000,Boomers
Israel,2001,female,25-34 years,5-10,1e5-1e6,1e10-1e11,22500-23000,Generation X
Israel,2001,female,15-24 years,5-10,1e5-1e6,1e10-1e11,22500-23000,Millenials
Israel,2001,female,5-14 years,0-5,1e5-1e6,1e10-1e11,22500-23000,Millenials
Israel,2001,male,5-14 years,0-5,1e5-1e6,1e10-1e11,22500-23000,Millenials
Israel,2002,male,75+ years,25-30,1e5-1e6,1e10-1e11,20500-21000,Silent
Israel,2002,male,35-54 years,95-100,1e5-1e6,1e10-1e11,20500-21000,Boomers
Israel,2002,male,55-74 years,40-45,1e5-1e6,1e10-1e11,20500-21000,Silent
Israel,2002,male,25-34 years,55-60,1e5-1e6,1e10-1e11,20500-21000,Generation X
Israel,2002,male,15-24 years,55-60,1e5-1e6,1e10-1e11,20500-21000,Millenials
Israel,2002,female,75+ years,10-15,1e5-1e6,1e10-1e11,20500-21000,Silent
Israel,2002,female,55-74 years,15-20,1e5-1e6,1e10-1e11,20500-21000,Silent
Israel,2002,female,35-54 years,30-35,1e5-1e6,1e10-1e11,20500-21000,Boomers
Israel,2002,female,15-24 years,10-15,1e5-1e6,1e10-1e11,20500-21000,Millenials
Israel,2002,female,25-34 years,5-10,1e5-1e6,1e10-1e11,20500-21000,Generation X
Israel,2002,female,5-14 years,0-5,1e5-1e6,1e10-1e11,20500-21000,Millenials
Israel,2002,male,5-14 years,0-5,1e5-1e6,1e10-1e11,20500-21000,Millenials
Israel,2003,male,75+ years,25-30,1e5-1e6,1e10-1e11,21000-21500,Silent
Israel,2003,male,55-74 years,65-70,1e5-1e6,1e10-1e11,21000-21500,Silent
Israel,2003,male,35-54 years,120-125,1e5-1e6,1e10-1e11,21000-21500,Boomers
Israel,2003,male,25-34 years,55-60,1e5-1e6,1e10-1e11,21000-21500,Generation X
Israel,2003,male,15-24 years,60-65,1e5-1e6,1e10-1e11,21000-21500,Millenials
Israel,2003,female,75+ years,5-10,1e5-1e6,1e10-1e11,21000-21500,Silent
Israel,2003,female,55-74 years,20-25,1e5-1e6,1e10-1e11,21000-21500,Silent
Israel,2003,female,35-54 years,20-25,1e5-1e6,1e10-1e11,21000-21500,Boomers
Israel,2003,female,25-34 years,5-10,1e5-1e6,1e10-1e11,21000-21500,Generation X
Israel,2003,female,15-24 years,0-5,1e5-1e6,1e10-1e11,21000-21500,Millenials
Israel,2003,male,5-14 years,0-5,1e5-1e6,1e10-1e11,21000-21500,Millenials
Israel,2003,female,5-14 years,0-5,1e5-1e6,1e10-1e11,21000-21500,Millenials
Israel,2004,male,75+ years,25-30,1e5-1e6,1e10-1e11,22000-22500,Silent
Israel,2004,male,55-74 years,60-65,1e5-1e6,1e10-1e11,22000-22500,Silent
Israel,2004,male,25-34 years,65-70,1e5-1e6,1e10-1e11,22000-22500,Generation X
Israel,2004,male,35-54 years,85-90,1e5-1e6,1e10-1e11,22000-22500,Boomers
Israel,2004,male,15-24 years,65-70,1e5-1e6,1e10-1e11,22000-22500,Millenials
Israel,2004,female,75+ years,15-20,1e5-1e6,1e10-1e11,22000-22500,Silent
Israel,2004,female,55-74 years,15-20,1e5-1e6,1e10-1e11,22000-22500,Silent
Israel,2004,female,35-54 years,25-30,1e5-1e6,1e10-1e11,22000-22500,Boomers
Israel,2004,female,25-34 years,10-15,1e5-1e6,1e10-1e11,22000-22500,Generation X
Israel,2004,female,15-24 years,10-15,1e5-1e6,1e10-1e11,22000-22500,Millenials
Israel,2004,female,5-14 years,0-5,1e5-1e6,1e10-1e11,22000-22500,Millenials
Israel,2004,male,5-14 years,0-5,1e5-1e6,1e10-1e11,22000-22500,Millenials
Israel,2005,male,75+ years,30-35,1e5-1e6,1e10-1e11,22500-23000,Silent
Israel,2005,male,55-74 years,50-55,1e5-1e6,1e10-1e11,22500-23000,Silent
Israel,2005,male,35-54 years,90-95,1e5-1e6,1e10-1e11,22500-23000,Boomers
Israel,2005,female,75+ years,20-25,1e5-1e6,1e10-1e11,22500-23000,Silent
Israel,2005,male,15-24 years,65-70,1e5-1e6,1e10-1e11,22500-23000,Millenials
Israel,2005,male,25-34 years,55-60,1e5-1e6,1e10-1e11,22500-23000,Generation X
Israel,2005,female,55-74 years,25-30,1e5-1e6,1e10-1e11,22500-23000,Silent
Israel,2005,female,35-54 years,40-45,1e5-1e6,1e10-1e11,22500-23000,Boomers
Israel,2005,female,25-34 years,15-20,1e5-1e6,1e10-1e11,22500-23000,Generation X
Israel,2005,female,15-24 years,10-15,1e5-1e6,1e10-1e11,22500-23000,Millenials
