country,year,sex,age,suicides_no,population,gdp_for_year ($),gdp_per_capita ($),generation
Colombia,2000,male,15-24 years,625-630,1e6-1e7,1e9-1e10,2500-3000,Generation X
Colombia,2000,male,55-74 years,195-200,1e6-1e7,1e9-1e10,2500-3000,Silent
Colombia,2000,male,25-34 years,435-440,1e6-1e7,1e9-1e10,2500-3000,Generation X
Colombia,2000,male,35-54 years,450-455,1e6-1e7,1e9-1e10,2500-3000,Boomers
Colombia,2000,female,15-24 years,260-265,1e6-1e7,1e9-1e10,2500-3000,Generation X
Colombia,2000,female,25-34 years,95-100,1e6-1e7,1e9-1e10,2500-3000,Generation X
Colombia,2000,female,35-54 years,95-100,1e6-1e7,1e9-1e10,2500-3000,Boomers
Colombia,2000,female,75+ years,5-10,1e5-1e6,1e9-1e10,2500-3000,G.I. Generation
Colombia,2000,female,5-14 years,55-60,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2000,female,55-74 years,20-25,1e6-1e7,1e9-1e10,2500-3000,Silent
Colombia,2000,male,5-14 years,35-40,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2001,male,75+ years,50-55,1e5-1e6,1e9-1e10,2500-3000,Silent
Colombia,2001,male,55-74 years,230-235,1e6-1e7,1e9-1e10,2500-3000,Silent
Colombia,2001,male,15-24 years,600-605,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2001,male,25-34 years,435-440,1e6-1e7,1e9-1e10,2500-3000,Generation X
Colombia,2001,male,35-54 years,490-495,1e6-1e7,1e9-1e10,2500-3000,Boomers
Colombia,2001,female,15-24 years,300-305,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2001,female,25-34 years,100-105,1e6-1e7,1e9-1e10,2500-3000,Generation X
Colombia,2001,female,55-74 years,25-30,1e6-1e7,1e9-1e10,2500-3000,Silent
Colombia,2001,female,35-54 years,70-75,1e6-1e7,1e9-1e10,2500-3000,Boomers
Colombia,2001,female,5-14 years,40-45,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2001,female,75+ years,0-5,1e5-1e6,1e9-1e10,2500-3000,Silent
Colombia,2001,male,5-14 years,30-35,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2002,male,75+ years,45-50,1e5-1e6,1e9-1e10,2500-3000,Silent
Colombia,2002,male,15-24 years,585-590,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2002,male,25-34 years,455-460,1e6-1e7,1e9-1e10,2500-3000,Generation X
Colombia,2002,male,55-74 years,175-180,1e6-1e7,1e9-1e10,2500-3000,Silent
Colombia,2002,male,35-54 years,485-490,1e6-1e7,1e9-1e10,2500-3000,Boomers
Colombia,2002,female,15-24 years,290-295,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2002,female,25-34 years,90-95,1e6-1e7,1e9-1e10,2500-3000,Generation X
Colombia,2002,female,35-54 years,80-85,1e6-1e7,1e9-1e10,2500-3000,Boomers
Colombia,2002,female,5-14 years,60-65,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2002,female,55-74 years,25-30,1e6-1e7,1e9-1e10,2500-3000,Silent
Colombia,2002,male,5-14 years,50-55,1e6-1e7,1e9-1e10,2500-3000,Millenials
Colombia,2002,female,75+ years,0-5,1e5-1e6,1e9-1e10,2500-3000,Silent
Colombia,2003,male,75+ years,45-50,1e5-1e6,1e9-1e10,2000-2500,Silent
Colombia,2003,male,55-74 years,230-235,1e6-1e7,1e9-1e10,2000-2500,Silent
Colombia,2003,male,25-34 years,420-425,1e6-1e7,1e9-1e10,2000-2500,Generation X
Colombia,2003,male,15-24 years,505-510,1e6-1e7,1e9-1e10,2000-2500,Millenials
Colombia,2003,male,35-54 years,440-445,1e6-1e7,1e9-1e10,2000-2500,Boomers
Colombia,2003,female,15-24 years,295-300,1e6-1e7,1e9-1e10,2000-2500,Millenials
Colombia,2003,female,25-34 years,90-95,1e6-1e7,1e9-1e10,2000-2500,Generation X
Colombia,2003,female,35-54 years,95-100,1e6-1e7,1e9-1e10,2000-2500,Boomers
Colombia,2003,female,55-74 years,30-35,1e6-1e7,1e9-1e10,2000-2500,Silent
Colombia,2003,female,75+ years,5-10,1e5-1e6,1e9-1e10,2000-2500,Silent
Colombia,2003,female,5-14 years,45-50,1e6-1e7,1e9-1e10,2000-2500,Millenials
Colombia,2003,male,5-14 years,30-35,1e6-1e7,1e9-1e10,2000-2500,Millenials
Colombia,2004,male,75+ years,70-75,1e5-1e6,1e10-1e11,3000-3500,Silent
Colombia,2004,male,55-74 years,225-230,1e6-1e7,1e10-1e11,3000-3500,Silent
Colombia,2004,male,15-24 years,520-525,1e6-1e7,1e10-1e11,3000-3500,Millenials
Colombia,2004,male,25-34 years,395-400,1e6-1e7,1e10-1e11,3000-3500,Generation X
Colombia,2004,male,35-54 years,460-465,1e6-1e7,1e10-1e11,3000-3500,Boomers
Colombia,2004,female,15-24 years,245-250,1e6-1e7,1e10-1e11,3000-3500,Millenials
Colombia,2004,female,25-34 years,90-95,1e6-1e7,1e10-1e11,3000-3500,Generation X
Colombia,2004,female,75+ years,5-10,1e5-1e6,1e10-1e11,3000-3500,Silent
Colombia,2004,female,35-54 years,80-85,1e6-1e7,1e10-1e11,3000-3500,Boomers
Colombia,2004,female,55-74 years,25-30,1e6-1e7,1e10-1e11,3000-3500,Silent
Colombia,2004,male,5-14 years,55-60,1e6-1e7,1e10-1e11,3000-3500,Millenials
Colombia,2004,female,5-14 years,40-45,1e6-1e7,1e10-1e11,3000-3500,Millenials
Colombia,2005,male,75+ years,60-65,1e5-1e6,1e10-1e11,3500-4000,Silent
Colombia,2005,male,15-24 years,515-520,1e6-1e7,1e10-1e11,3500-4000,Millenials
Colombia,2005,male,55-74 years,215-220,1e6-1e7,1e10-1e11,3500-4000,Silent
Colombia,2005,male,25-34 years,350-355,1e6-1e7,1e10-1e11,3500-4000,Generation X
Colombia,2005,male,35-54 years,430-435,1e6-1e7,1e10-1e11,3500-4000,Boomers
Colombia,2005,female,15-24 years,220-225,1e6-1e7,1e10-1e11,3500-4000,Millenials
Colombia,2005,female,25-34 years,90-95,1e6-1e7,1e10-1e11,3500-4000,Generation X
Colombia,2005,female,35-54 years,85-90,1e6-1e7,1e10-1e11,3500-4000,Boomers
Colombia,2005,female,55-74 years,25-30,1e6-1e7,1e10-1e11,3500-4000,Silent
Colombia,2005,male,5-14 years,50-55,1e6-1e7,1e10-1e11,3500-4000,Millenials
Colombia,2005,female,75+ years,0-5,1e5-1e6,1e10-1e11,3500-4000,Silent
Colombia,2005,female,5-14 years,25-30,1e6-1e7,1e10-1e11,3500-4000,Millenials
Colombia,2006,male,75+ years,75-80,1e5-1e6,1e10-1e11,4000-4500,Silent
Colombia,2006,male,15-24 years,520-525,1e6-1e7,1e10-1e11,4000-4500,Millenials
Colombia,2006,male,25-34 years,405-410,1e6-1e7,1e10-1e11,4000-4500,Generation X
Colombia,2006,male,55-74 years,210-215,1e6-1e7,1e10-1e11,4000-4500,Silent
Colombia,2006,male,35-54 years,450-455,1e6-1e7,1e10-1e11,4000-4500,Boomers
Colombia,2006,female,15-24 years,195-200,1e6-1e7,1e10-1e11,4000-4500,Millenials
Colombia,2006,female,25-34 years,95-100,1e6-1e7,1e10-1e11,4000-4500,Generation X
Colombia,2006,female,35-54 years,85-90,1e6-1e7,1e10-1e11,4000-4500,Boomers
Colombia,2006,female,55-74 years,30-35,1e6-1e7,1e10-1e11,4000-4500,Silent
Colombia,2006,male,5-14 years,45-50,1e6-1e7,1e10-1e11,4000-4500,Millenials
Colombia,2006,female,5-14 years,35-40,1e6-1e7,1e10-1e11,4000-4500,Millenials
Colombia,2006,female,75+ years,0-5,1e5-1e6,1e10-1e11,4000-4500,Silent
Colombia,2007,male,75+ years,65-70,1e5-1e6,1e10-1e11,5000-5500,Silent
Colombia,2007,male,55-74 years,240-245,1e6-1e7,1e10-1e11,5000-5500,Silent
Colombia,2007,male,15-24 years,490-495,1e6-1e7,1e10-1e11,5000-5500,Millenials
Colombia,2007,male,25-34 years,405-410,1e6-1e7,1e10-1e11,5000-5500,Generation X
Colombia,2007,male,35-54 years,470-475,1e6-1e7,1e10-1e11,5000-5500,Boomers
Colombia,2007,female,15-24 years,205-210,1e6-1e7,1e10-1e11,5000-5500,Millenials
Colombia,2007,female,25-34 years,100-105,1e6-1e7,1e10-1e11,5000-5500,Generation X
Colombia,2007,female,35-54 years,80-85,1e6-1e7,1e10-1e11,5000-5500,Boomers
Colombia,2007,female,5-14 years,35-40,1e6-1e7,1e10-1e11,5000-5500,Generation Z
Colombia,2007,male,5-14 years,35-40,1e6-1e7,1e10-1e11,5000-5500,Generation Z
Colombia,2007,female,55-74 years,15-20,1e6-1e7,1e10-1e11,5000-5500,Silent
Colombia,2007,female,75+ years,0-5,1e5-1e6,1e10-1e11,5000-5500,Silent
Colombia,2008,male,75+ years,65-70,1e5-1e6,1e10-1e11,5500-6000,Silent
Colombia,2008,male,55-74 years,245-250,1e6-1e7,1e10-1e11,5500-6000,Silent
Colombia,2008,male,25-34 years,415-420,1e6-1e7,1e10-1e11,5500-6000,Generation X
Colombia,2008,male,15-24 years,475-480,1e6-1e7,1e10-1e11,5500-6000,Millenials
Colombia,2008,male,35-54 years,505-510,1e6-1e7,1e10-1e11,5500-6000,Boomers
Colombia,2008,female,15-24 years,205-210,1e6-1e7,1e10-1e11,5500-6000,Millenials
Colombia,2008,female,25-34 years,80-85,1e6-1e7,1e10-1e11,5500-6000,Generation X
Colombia,2008,female,35-54 years,80-85,1e6-1e7,1e10-1e11,5500-6000,Boomers
Colombia,2008,male,5-14 years,45-50,1e6-1e7,1e10-1e11,5500-6000,Generation Z
Colombia,2008,female,55-74 years,25-30,1e6-1e7,1e10-1e11,5500-6000,Silent
Colombia,2008,female,5-14 years,40-45,1e6-1e7,1e10-1e11,5500-6000,Generation Z
Colombia,2008,female,75+ years,0-5,1e5-1e6,1e10-1e11,5500-6000,Silent
Colombia,2009,male,75+ years,70-75,1e5-1e6,1e10-1e11,5500-6000,Silent
Colombia,2009,male,25-34 years,425-430,1e6-1e7,1e10-1e11,5500-6000,Generation X
Colombia,2009,male,55-74 years,250-255,1e6-1e7,1e10-1e11,5500-6000,Silent
Colombia,2009,male,15-24 years,480-485,1e6-1e7,1e10-1e11,5500-6000,Millenials
Colombia,2009,male,35-54 years,515-520,1e6-1e7,1e10-1e11,5500-6000,Boomers
Colombia,2009,female,15-24 years,205-210,1e6-1e7,1e10-1e11,5500-6000,Millenials
Colombia,2009,female,25-34 years,70-75,1e6-1e7,1e10-1e11,5500-6000,Generation X
Colombia,2009,female,55-74 years,45-50,1e6-1e7,1e10-1e11,5500-6000,Silent
Colombia,2009,female,35-54 years,85-90,1e6-1e7,1e10-1e11,5500-6000,Boomers
Colombia,2009,male,5-14 years,50-55,1e6-1e7,1e10-1e11,5500-6000,Generation Z
Colombia,2009,female,5-14 years,30-35,1e6-1e7,1e10-1e11,5500-6000,Generation Z
Colombia,2009,female,75+ years,0-5,1e5-1e6,1e10-1e11,5500-6000,Silent
Colombia,2010,male,75+ years,60-65,1e5-1e6,1e10-1e11,6500-7000,Silent
Colombia,2010,male,25-34 years,435-440,1e6-1e7,1e10-1e11,6500-7000,Generation X
Colombia,2010,male,15-24 years,475-480,1e6-1e7,1e10-1e11,6500-7000,Millenials
Colombia,2010,male,55-74 years,220-225,1e6-1e7,1e10-1e11,6500-7000,Silent
Colombia,2010,male,35-54 years,460-465,1e6-1e7,1e10-1e11,6500-7000,Generation X
Colombia,2010,female,15-24 years,185-190,1e6-1e7,1e10-1e11,6500-7000,Millenials
Colombia,2010,female,25-34 years,75-80,1e6-1e7,1e10-1e11,6500-7000,Generation X
Colombia,2010,female,35-54 years,70-75,1e6-1e7,1e10-1e11,6500-7000,Generation X
Colombia,2010,male,5-14 years,40-45,1e6-1e7,1e10-1e11,6500-7000,Generation Z
Colombia,2010,female,5-14 years,35-40,1e6-1e7,1e10-1e11,6500-7000,Generation Z
Colombia,2010,female,75+ years,0-5,1e5-1e6,1e10-1e11,6500-7000,Silent
Colombia,2010,female,55-74 years,15-20,1e6-1e7,1e10-1e11,6500-7000,Silent
Colombia,2011,male,75+ years,55-60,1e5-1e6,1e10-1e11,7500-8000,Silent
Colombia,2011,male,15-24 years,445-450,1e6-1e7,1e10-1e11,7500-8000,Millenials
Colombia,2011,male,25-34 years,380-385,1e6-1e7,1e10-1e11,7500-8000,Millenials
Colombia,2011,male,55-74 years,230-235,1e6-1e7,1e10-1e11,7500-8000,Boomers
Colombia,2011,male,35-54 years,495-500,1e6-1e7,1e10-1e11,7500-8000,Generation X
Colombia,2011,female,15-24 years,155-160,1e6-1e7,1e10-1e11,7500-8000,Millenials
Colombia,2011,female,25-34 years,65-70,1e6-1e7,1e10-1e11,7500-8000,Millenials
Colombia,2011,female,35-54 years,85-90,1e6-1e7,1e10-1e11,7500-8000,Generation X
Colombia,2011,female,55-74 years,25-30,1e6-1e7,1e10-1e11,7500-8000,Boomers
Colombia,2011,male,5-14 years,40-45,1e6-1e7,1e10-1e11,7500-8000,Generation Z
Colombia,2011,female,5-14 years,30-35,1e6-1e7,1e10-1e11,7500-8000,Generation Z
Colombia,2011,female,75+ years,0-5,1e5-1e6,1e10-1e11,7500-8000,Silent
Colombia,2012,male,75+ years,65-70,1e5-1e6,1e10-1e11,8500-9000,Silent
Colombia,2012,male,15-24 years,485-490,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2012,male,25-34 years,410-415,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2012,male,55-74 years,265-270,1e6-1e7,1e10-1e11,8500-9000,Boomers
Colombia,2012,male,35-54 years,450-455,1e6-1e7,1e10-1e11,8500-9000,Generation X
Colombia,2012,female,15-24 years,150-155,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2012,female,25-34 years,70-75,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2012,female,55-74 years,40-45,1e6-1e7,1e10-1e11,8500-9000,Boomers
Colombia,2012,female,35-54 years,80-85,1e6-1e7,1e10-1e11,8500-9000,Generation X
Colombia,2012,male,5-14 years,40-45,1e6-1e7,1e10-1e11,8500-9000,Generation Z
Colombia,2012,female,75+ years,5-10,1e5-1e6,1e10-1e11,8500-9000,Silent
Colombia,2012,female,5-14 years,30-35,1e6-1e7,1e10-1e11,8500-9000,Generation Z
Colombia,2013,male,75+ years,65-70,1e5-1e6,1e10-1e11,8500-9000,Silent
Colombia,2013,male,15-24 years,445-450,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2013,male,55-74 years,255-260,1e6-1e7,1e10-1e11,8500-9000,Boomers
Colombia,2013,male,25-34 years,380-385,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2013,male,35-54 years,460-465,1e6-1e7,1e10-1e11,8500-9000,Generation X
Colombia,2013,female,15-24 years,140-145,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2013,female,25-34 years,80-85,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2013,female,35-54 years,100-105,1e6-1e7,1e10-1e11,8500-9000,Generation X
Colombia,2013,female,55-74 years,40-45,1e6-1e7,1e10-1e11,8500-9000,Boomers
Colombia,2013,male,5-14 years,40-45,1e6-1e7,1e10-1e11,8500-9000,Generation Z
Colombia,2013,female,5-14 years,35-40,1e6-1e7,1e10-1e11,8500-9000,Generation Z
Colombia,2013,female,75+ years,0-5,1e5-1e6,1e10-1e11,8500-9000,Silent
Colombia,2014,male,75+ years,80-85,1e5-1e6,1e10-1e11,8500-9000,Silent
Colombia,2014,male,15-24 years,475-480,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2014,male,55-74 years,280-285,1e6-1e7,1e10-1e11,8500-9000,Boomers
Colombia,2014,male,25-34 years,390-395,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2014,male,35-54 years,475-480,1e6-1e7,1e10-1e11,8500-9000,Generation X
Colombia,2014,female,15-24 years,130-135,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2014,female,25-34 years,80-85,1e6-1e7,1e10-1e11,8500-9000,Millenials
Colombia,2014,female,55-74 years,40-45,1e6-1e7,1e10-1e11,8500-9000,Boomers
Colombia,2014,female,35-54 years,80-85,1e6-1e7,1e10-1e11,8500-9000,Generation X
Colombia,2014,male,5-14 years,35-40,1e6-1e7,1e10-1e11,8500-9000,Generation Z
Colombia,2014,female,75+ years,0-5,1e5-1e6,1e10-1e11,8500-9000,Silent
Colombia,2014,female,5-14 years,25-30,1e6-1e7,1e10-1e11,8500-9000,Generation Z
Colombia,2015,male,75+ years,80-85,1e5-1e6,1e10-1e11,6500-7000,Silent
Colombia,2015,male,15-24 years,470-475,1e6-1e7,1e10-1e11,6500-7000,Millenials
Colombia,2015,male,55-74 years,315-320,1e6-1e7,1e10-1e11,6500-7000,Boomers
Colombia,2015,male,25-34 years,375-380,1e6-1e7,1e10-1e11,6500-7000,Millenials
Colombia,2015,male,35-54 years,555-560,1e6-1e7,1e10-1e11,6500-7000,Generation X
Colombia,2015,female,15-24 years,175-180,1e6-1e7,1e10-1e11,6500-7000,Millenials
Colombia,2015,female,25-34 years,110-115,1e6-1e7,1e10-1e11,6500-7000,Millenials
Colombia,2015,female,35-54 years,95-100,1e6-1e7,1e10-1e11,6500-7000,Generation X
Colombia,2015,female,75+ years,5-10,1e5-1e6,1e10-1e11,6500-7000,Silent
Colombia,2015,female,55-74 years,40-45,1e6-1e7,1e10-1e11,6500-7000,Boomers
Colombia,2015,female,5-14 years,40-45,1e6-1e7,1e10-1e11,6500-7000,Generation Z
Colombia,2015,male,5-14 years,35-40,1e6-1e7,1e10-1e11,6500-7000,Generation Z
Costa Rica,1985,male,35-54 years,30-35,1e5-1e6,1e8-1e9,2000-2500,Silent
Costa Rica,1985,male,25-34 years,30-35,1e5-1e6,1e8-1e9,2000-2500,Boomers
Costa Rica,1985,male,55-74 years,10-15,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1985,male,15-24 years,30-35,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1985,male,75+ years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1985,female,15-24 years,5-10,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1985,female,25-34 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Boomers
Costa Rica,1985,female,35-54 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Silent
Costa Rica,1985,female,55-74 years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1985,male,5-14 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1985,female,5-14 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1985,female,75+ years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1986,male,75+ years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1986,male,35-54 years,45-50,1e5-1e6,1e8-1e9,2000-2500,Silent
Costa Rica,1986,male,55-74 years,15-20,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1986,male,25-34 years,25-30,1e5-1e6,1e8-1e9,2000-2500,Boomers
Costa Rica,1986,male,15-24 years,15-20,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1986,female,15-24 years,5-10,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1986,female,55-74 years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1986,female,25-34 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Boomers
Costa Rica,1986,female,35-54 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Silent
Costa Rica,1986,female,5-14 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1986,male,5-14 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1986,female,75+ years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1987,male,75+ years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1987,male,35-54 years,30-35,1e5-1e6,1e8-1e9,2000-2500,Silent
Costa Rica,1987,male,25-34 years,25-30,1e5-1e6,1e8-1e9,2000-2500,Boomers
Costa Rica,1987,male,15-24 years,20-25,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1987,male,55-74 years,5-10,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1987,female,25-34 years,5-10,1e5-1e6,1e8-1e9,2000-2500,Boomers
Costa Rica,1987,female,15-24 years,5-10,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1987,female,35-54 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Silent
Costa Rica,1987,female,5-14 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1987,female,55-74 years,0-5,1e5-1e6,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1987,female,75+ years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1987,male,5-14 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1988,male,75+ years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1988,male,35-54 years,45-50,1e5-1e6,1e8-1e9,2000-2500,Silent
Costa Rica,1988,male,55-74 years,10-15,1e5-1e6,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1988,male,25-34 years,30-35,1e5-1e6,1e8-1e9,2000-2500,Boomers
Costa Rica,1988,male,15-24 years,20-25,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1988,female,15-24 years,5-10,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1988,female,25-34 years,5-10,1e5-1e6,1e8-1e9,2000-2500,Boomers
Costa Rica,1988,female,35-54 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Silent
Costa Rica,1988,female,5-14 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1988,female,55-74 years,0-5,1e5-1e6,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1988,female,75+ years,0-5,1e4-1e5,1e8-1e9,2000-2500,G.I. Generation
Costa Rica,1988,male,5-14 years,0-5,1e5-1e6,1e8-1e9,2000-2500,Generation X
Costa Rica,1989,male,25-34 years,45-50,1e5-1e6,1e8-1e9,2500-3000,Boomers
Costa Rica,1989,male,55-74 years,15-20,1e5-1e6,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1989,male,35-54 years,35-40,1e5-1e6,1e8-1e9,2500-3000,Silent
Costa Rica,1989,male,75+ years,0-5,1e4-1e5,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1989,male,15-24 years,20-25,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1989,female,15-24 years,10-15,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1989,female,35-54 years,5-10,1e5-1e6,1e8-1e9,2500-3000,Silent
Costa Rica,1989,female,25-34 years,5-10,1e5-1e6,1e8-1e9,2500-3000,Boomers
Costa Rica,1989,female,55-74 years,0-5,1e5-1e6,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1989,female,5-14 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1989,male,5-14 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1989,female,75+ years,0-5,1e4-1e5,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1990,male,75+ years,0-5,1e4-1e5,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1990,male,35-54 years,45-50,1e5-1e6,1e8-1e9,2500-3000,Silent
Costa Rica,1990,male,55-74 years,10-15,1e5-1e6,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1990,male,15-24 years,30-35,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1990,male,25-34 years,30-35,1e5-1e6,1e8-1e9,2500-3000,Boomers
Costa Rica,1990,female,75+ years,0-5,1e4-1e5,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1990,female,35-54 years,5-10,1e5-1e6,1e8-1e9,2500-3000,Silent
Costa Rica,1990,female,15-24 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1990,female,55-74 years,0-5,1e5-1e6,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1990,female,25-34 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Boomers
Costa Rica,1990,male,5-14 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1990,female,5-14 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1991,male,35-54 years,40-45,1e5-1e6,1e8-1e9,2500-3000,Boomers
Costa Rica,1991,male,55-74 years,15-20,1e5-1e6,1e8-1e9,2500-3000,Silent
Costa Rica,1991,male,25-34 years,30-35,1e5-1e6,1e8-1e9,2500-3000,Boomers
Costa Rica,1991,male,75+ years,0-5,1e4-1e5,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1991,male,15-24 years,10-15,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1991,female,15-24 years,5-10,1e5-1e6,1e8-1e9,2500-3000,Generation X
Costa Rica,1991,female,35-54 years,5-10,1e5-1e6,1e8-1e9,2500-3000,Boomers
Costa Rica,1991,female,25-34 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Boomers
Costa Rica,1991,male,5-14 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Millenials
Costa Rica,1991,female,5-14 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Millenials
Costa Rica,1991,female,55-74 years,0-5,1e5-1e6,1e8-1e9,2500-3000,Silent
Costa Rica,1991,female,75+ years,0-5,1e4-1e5,1e8-1e9,2500-3000,G.I. Generation
Costa Rica,1992,male,35-54 years,45-50,1e5-1e6,1e8-1e9,3000-3500,Boomers
Costa Rica,1992,male,75+ years,0-5,1e4-1e5,1e8-1e9,3000-3500,G.I. Generation
Costa Rica,1992,male,55-74 years,10-15,1e5-1e6,1e8-1e9,3000-3500,Silent
Costa Rica,1992,male,25-34 years,25-30,1e5-1e6,1e8-1e9,3000-3500,Boomers
Costa Rica,1992,male,15-24 years,25-30,1e5-1e6,1e8-1e9,3000-3500,Generation X
Costa Rica,1992,female,25-34 years,10-15,1e5-1e6,1e8-1e9,3000-3500,Boomers
Costa Rica,1992,female,15-24 years,0-5,1e5-1e6,1e8-1e9,3000-3500,Generation X
Costa Rica,1992,female,55-74 years,0-5,1e5-1e6,1e8-1e9,3000-3500,Silent
Costa Rica,1992,female,35-54 years,0-5,1e5-1e6,1e8-1e9,3000-3500,Boomers
Costa Rica,1992,male,5-14 years,0-5,1e5-1e6,1e8-1e9,3000-3500,Millenials
Costa Rica,1992,female,5-14 years,0-5,1e5-1e6,1e8-1e9,3000-3500,Millenials
Costa Rica,1992,female,75+ years,0-5,1e4-1e5,1e8-1e9,3000-3500,G.I. Generation
Costa Rica,1993,male,75+ years,5-10,1e4-1e5,1e8-1e9,3000-3500,G.I. Generation
Costa Rica,1993,male,35-54 years,45-50,1e5-1e6,1e8-1e9,3000-3500,Boomers
Costa Rica,1993,male,55-74 years,15-20,1e5-1e6,1e8-1e9,3000-3500,Silent
Costa Rica,1993,male,25-34 years,35-40,1e5-1e6,1e8-1e9,3000-3500,Boomers
Costa Rica,1993,male,15-24 years,25-30,1e5-1e6,1e8-1e9,3000-3500,Generation X
